6,11,99,20,146,34,"Wages,",OTHER
13,17,149,21,177,34,"tips,",OTHER
19,23,179,21,215,34,other,OTHER
25,29,217,21,257,34,comp.,OTHER
43,43,323,19,334,34,2,OTHER
45,51,350,19,400,34,Federal,OTHER
53,58,403,20,451,33,income,OTHER
60,62,454,20,475,33,tax,OTHER
64,71,478,20,535,34,withheld,OTHER
84,89,132,38,179,51,214731,box1WagesTipsAndOtherCompensations
91,91,181,39,186,51,.,box1WagesTipsAndOtherCompensations
93,94,188,39,204,51,04,box1WagesTipsAndOtherCompensations
139,144,452,39,499,51,47393.,box2FederalIncomeTaxWithheld
146,147,501,39,516,51,74,box2FederalIncomeTaxWithheld
150,150,68,71,77,83,3,OTHER
152,157,100,73,140,86,Social,OTHER
159,166,142,73,193,86,security,OTHER
168,172,195,73,238,87,wages,OTHER
193,193,325,70,335,85,4,OTHER
195,200,352,72,392,86,Social,OTHER
202,209,394,73,445,86,security,OTHER
211,213,447,72,469,86,tax,OTHER
215,222,472,71,529,86,withheld,OTHER
235,241,132,90,187,103,211281.,box3SocialSecurityWages
243,244,189,90,202,103,72,box3SocialSecurityWages
290,294,452,90,491,103,16163,box4SocialSecurityTaxWithheld
296,296,493,90,498,103,.,box4SocialSecurityTaxWithheld
298,299,500,89,516,103,05,box4SocialSecurityTaxWithheld
302,302,68,123,75,136,5,OTHER
304,311,98,124,158,138,Medicare,OTHER
313,317,161,125,205,138,wages,OTHER
319,321,207,125,232,138,and,OTHER
323,326,234,125,256,138,tips,OTHER
343,343,323,123,333,137,6,OTHER
344,351,349,123,410,138,Medicare,OTHER
353,355,413,124,434,137,tax,OTHER
357,364,437,124,492,138,withheld,OTHER
377,382,133,142,180,154,261112,OTHER
384,384,181,142,186,154,.,OTHER
386,386,188,142,195,154,8,OTHER
432,438,452,142,509,154,7572.27,OTHER
441,441,69,173,80,188,d,OTHER
442,448,95,176,143,190,Control,OTHER
450,455,145,177,195,190,number,OTHER
471,474,260,174,287,189,Dept,OTHER
476,480,323,176,353,190,Corp.,OTHER
483,489,68,194,123,207,1008049,OTHER
516,518,281,192,299,205,150,OTHER
548,548,452,192,459,206,A,OTHER
550,557,501,176,555,190,Employer,OTHER
559,561,558,177,581,190,use,OTHER
562,563,577,193,590,204,36,OTHER
564,567,584,177,607,190,only,OTHER
570,570,67,227,76,241,C,OTHER
572,581,97,228,168,243,Employer's,OTHER
583,587,171,228,213,243,"name,",OTHER
589,596,216,228,270,243,"address,",OTHER
598,600,273,228,298,243,and,OTHER
602,604,301,228,321,243,ZIP,OTHER
606,609,325,228,357,243,code,OTHER
622,628,132,249,209,266,Cabrera,employerName
630,634,221,248,275,266,Group,employerName
636,638,287,248,319,266,Ltd,employerName
651,654,133,274,178,291,5553,employerAddressStreet_name
656,661,189,275,254,292,Thomas,employerAddressStreet_name
663,669,264,275,342,292,Passage,employerAddressStreet_name
671,674,352,274,400,292,Apt.,employerAddressStreet_name
676,678,410,273,441,291,705,employerAddressStreet_name
691,694,132,301,178,317,West,employerAddressCity
696,703,189,301,276,317,Theodore,employerAddressCity
705,706,287,300,308,317,Co,employerAddressState
708,717,353,299,464,317,56221-5487,employerAddressZip
761,765,323,344,380,363,Batch,OTHER
784,789,447,343,519,362,#02021,OTHER
791,791,66,383,76,397,b,OTHER
793,802,100,385,169,399,Employer's,OTHER
804,806,172,385,198,399,FED,OTHER
808,809,201,385,215,399,ID,OTHER
811,816,218,385,268,399,number,OTHER
834,834,324,383,334,398,a,OTHER
