0,0,18,603,40,619,IM,OTHER
0,0,980,1594,1013,1612,Use,OTHER
34,34,215,4,226,21,a,OTHER
36,45,235,3,308,20,Employee's,OTHER
47,52,311,2,349,20,social,OTHER
54,61,352,2,402,20,security,OTHER
63,68,404,2,457,20,number,OTHER
125,129,783,1,819,20,"Safe,",OTHER
131,139,822,2,897,23,"Accurate,",OTHER
167,171,1048,3,1078,20,Visit,OTHER
173,175,1081,4,1103,20,the,OTHER
177,179,1106,4,1134,20,IRS,OTHER
181,187,1136,3,1194,20,Website,OTHER
237,247,313,24,466,46,725-96-4934,ssnOfEmployee
286,288,611,27,642,42,OMB,OTHER
290,292,644,26,668,42,No.,OTHER
294,302,670,26,729,42,1545-0008,OTHER
304,308,780,24,831,44,FAST!,OTHER
310,312,835,25,867,44,Use,OTHER
314,315,912,14,945,39,"""e",OTHER
317,320,975,15,1024,41,file,OTHER
321,322,1046,28,1060,45,at,OTHER
324,330,1063,28,1120,45,www.irs,OTHER
332,340,1122,28,1182,45,gov.efile,OTHER
343,343,11,56,21,71,b,OTHER
345,352,28,56,84,72,Employer,OTHER
354,367,87,56,160,72,identification,OTHER
369,374,163,56,207,71,number,OTHER
376,380,210,56,241,71,(EIN),OTHER
453,458,703,55,750,71,"Wages,",OTHER
460,464,752,55,780,72,"tips,",OTHER
466,470,782,55,813,72,other,OTHER
472,483,815,55,896,72,compensation,OTHER
499,505,993,56,1037,72,Federal,OTHER
507,512,1040,56,1084,72,income,OTHER
514,516,1087,56,1107,72,tax,OTHER
518,525,1109,56,1159,71,withheld,OTHER
537,546,68,76,201,100,45-4918349,einEmployerIdentificationNumber
643,649,726,77,821,99,182649.,box1WagesTipsAndOtherCompensations
651,652,824,77,848,99,73,box1WagesTipsAndOtherCompensations
684,689,988,77,1068,99,21555.,box2FederalIncomeTaxWithheld
691,692,1072,77,1096,100,77,box2FederalIncomeTaxWithheld
695,695,12,107,22,123,c,OTHER
697,706,27,107,93,123,Employer's,OTHER
708,712,96,107,134,124,"name,",OTHER
714,721,136,107,188,124,"address,",OTHER
723,725,191,107,212,124,and,OTHER
727,729,215,107,236,124,ZIP,OTHER
731,734,239,107,266,124,code,OTHER
804,809,704,106,741,124,Social,OTHER
811,818,744,106,791,125,security,OTHER
820,824,794,107,837,125,wages,OTHER
851,856,994,107,1031,124,Social,OTHER
858,865,1034,107,1080,124,security,OTHER
867,869,1083,107,1102,123,tax,OTHER
871,878,1106,107,1152,123,withheld,OTHER
889,893,63,131,135,152,Davis,employerName
895,897,150,132,193,152,and,employerName
899,902,206,132,261,153,Sons,employerName
904,908,275,132,342,154,Group,employerName
995,1003,724,131,851,152,138373.31,box3SocialSecurityWages
1037,1041,986,131,1055,151,10585,box4SocialSecurityTaxWithheld
1043,1043,1058,131,1066,151,.,box4SocialSecurityTaxWithheld
1045,1046,1069,131,1097,151,56,box4SocialSecurityTaxWithheld
1058,1062,67,162,139,188,61577,employerAddressStreet_name
1064,1074,148,165,307,189,Christopher,employerAddressStreet_name
1076,1080,318,165,388,189,Pines,employerAddressStreet_name
1154,1154,680,156,692,174,5,OTHER
1156,1163,702,156,758,174,Medicare,OTHER
1165,1169,761,157,800,175,wages,OTHER
1171,1173,803,158,824,175,and,OTHER
1175,1178,827,158,850,175,tips,OTHER
1202,1202,970,157,981,173,6,OTHER
1204,1211,993,157,1048,174,Medicare,OTHER
1213,1215,1051,157,1070,174,tax,OTHER
1217,1224,1073,158,1118,175,withheld,OTHER
1278,1279,342,198,374,220,NH,employerAddressState
1281,1290,401,198,541,221,34788-6727,employerAddressZip
1342,1347,725,182,808,203,229568,OTHER
1349,1349,812,182,820,203,.,OTHER
1351,1352,823,182,850,203,62,OTHER
1393,1396,1050,183,1105,202,6657,OTHER
1398,1398,1108,183,1118,202,.,OTHER
1400,1401,1120,182,1147,202,49,OTHER
1413,1417,66,199,135,222,South,employerAddressCity
1419,1428,149,200,287,222,Robertport,employerAddressCity
1515,1520,705,209,741,226,Social,OTHER
1522,1529,744,209,790,227,security,OTHER
