61,64,784,29,894,73,2018,OTHER
66,68,902,29,994,74,W-2,OTHER
70,72,1008,29,1092,74,and,OTHER
74,81,1105,29,1354,74,EARNINGS,OTHER
83,89,1370,27,1618,74,SUMMARY,OTHER
95,102,117,80,202,106,Employee,OTHER
104,112,254,78,348,107,Reference,OTHER
146,149,716,77,763,103,This,OTHER
151,154,767,77,818,104,blue,OTHER
156,163,823,77,927,104,Earnings,OTHER
165,171,931,77,1043,104,Summary,OTHER
173,179,1047,76,1129,104,section,OTHER
181,182,1133,76,1155,104,is,OTHER
184,191,1159,76,1256,105,included,OTHER
193,196,1261,76,1310,105,with,OTHER
198,201,1315,76,1365,105,your,OTHER
203,205,1370,76,1420,105,W-2,OTHER
207,208,1425,76,1448,105,to,OTHER
210,213,1453,76,1505,105,help,OTHER
215,222,1513,76,1606,104,describe,OTHER
224,231,1611,76,1703,104,portions,OTHER
233,234,1708,76,1731,104,in,OTHER
236,239,1736,76,1798,104,more,OTHER
241,247,1805,77,1865,104,detail.,OTHER
260,263,205,108,258,132,Wage,OTHER
265,267,286,108,319,129,and,OTHER
268,270,350,105,377,129,Tax,OTHER
304,306,716,104,757,129,The,OTHER
308,314,761,105,848,129,reverse,OTHER
316,319,853,106,900,130,side,OTHER
321,328,905,107,1002,130,includes,OTHER
330,336,1007,107,1094,130,general,OTHER
338,348,1098,107,1227,130,information,OTHER
350,353,1232,107,1276,130,that,OTHER
355,357,1281,107,1323,130,you,OTHER
359,361,1328,106,1378,130,may,OTHER
363,366,1383,106,1432,130,also,OTHER
368,371,1437,105,1479,130,find,OTHER
373,380,1484,104,1562,130,helpful.,OTHER
382,384,21,137,83,167,W-2,OTHER
393,400,202,127,267,152,Manement,OTHER
405,408,413,137,488,168,2018,taxYear
471,472,779,179,799,206,1.,OTHER
474,476,803,179,840,206,The,OTHER
478,486,844,179,934,205,following,OTHER
488,498,939,179,1056,205,information,OTHER
500,507,1060,180,1137,205,reflects,OTHER
509,512,1141,180,1187,205,your,OTHER
514,518,1192,180,1237,205,final,OTHER
520,523,1241,180,1291,205,2018,OTHER
525,527,1296,180,1333,205,pay,OTHER
529,532,1338,180,1384,205,stub,OTHER
534,537,1389,180,1434,205,plus,OTHER
539,541,1438,180,1476,205,any,OTHER
543,553,1480,180,1606,206,adjustments,OTHER
555,563,1611,180,1713,206,submitted,OTHER
565,566,1718,180,1743,206,by,OTHER
568,571,1748,180,1794,206,your,OTHER
573,581,1799,180,1906,207,employer.,OTHER
727,729,1444,234,1469,257,Dun,OTHER
731,732,1473,234,1486,256,17,OTHER
734,735,1490,234,1502,255,of,OTHER
737,739,1506,234,1539,255,W.2,OTHER
841,843,1130,253,1156,273,Dec,OTHER
845,845,1160,253,1166,273,4,OTHER
847,848,1170,253,1182,273,of,OTHER
850,851,1186,252,1214,274,wa,OTHER
885,889,1443,253,1477,275,Local,OTHER
891,896,1481,253,1531,275,Income,OTHER
898,900,1535,252,1555,275,Tax,OTHER
910,910,141,275,157,298,",",OTHER
912,918,160,275,242,298,Clayton,employerName
920,922,250,276,289,299,and,employerName
924,930,292,276,376,300,Ramirez,employerName
932,934,381,277,414,300,Led,employerName
1046,1048,1443,275,1469,297,Dur,OTHER
1050,1051,1472,276,1487,297,19,OTHER
1053,1054,1491,276,1502,297,of,OTHER
1056,1057,1506,273,1537,297,Wa,OTHER
1061,1064,64,302,112,327,7553,employerAddressStreet_name
