0,0,99,57,173,72,identification,OTHER
0,0,79,79,217,100,59-4573212,OTHER
36,36,229,6,240,22,a,OTHER
38,47,249,6,323,23,Employee's,OTHER
49,54,325,9,364,24,social,OTHER
56,63,367,10,416,24,security,OTHER
65,70,419,11,469,25,number,OTHER
118,122,796,16,833,32,"Safe,",OTHER
124,132,836,17,907,34,"Accurate,",OTHER
184,194,326,30,478,54,449-71-8470,ssnOfEmployee
224,226,624,37,654,53,OMB,OTHER
228,230,657,38,681,53,No.,OTHER
232,240,684,39,743,54,1545-0008,OTHER
242,246,794,39,845,56,FAST!,OTHER
248,250,848,40,879,57,Use,OTHER
252,253,925,31,957,55,He,OTHER
271,274,989,31,1037,56,file,OTHER
276,280,1062,21,1092,38,Visit,OTHER
282,284,1095,21,1117,38,the,OTHER
286,288,1120,21,1147,38,IRS,OTHER
290,296,1150,22,1209,41,Website,OTHER
300,300,24,54,34,70,b,OTHER
302,309,41,55,97,71,Employer,OTHER
313,313,20,310,30,326,e,OTHER
317,317,14,558,25,575,f,OTHER
319,319,25,107,34,122,c,OTHER
320,321,1062,48,1074,62,at,OTHER
326,331,175,58,220,73,number,OTHER
333,337,223,58,252,73,(EIN),OTHER
454,460,1077,48,1133,63,www.irs,OTHER
462,469,1136,48,1195,65,govefile,OTHER
482,482,692,169,701,183,5,OTHER
483,483,689,271,698,285,9,OTHER
488,488,692,117,704,133,3,OTHER
489,489,983,72,993,86,2,OTHER
490,491,836,91,859,111,12,box1WagesTipsAndOtherCompensations
572,577,716,67,763,82,"Wages,",OTHER
579,583,765,69,793,83,"tips,",OTHER
585,589,795,70,825,83,other,OTHER
591,602,828,71,911,83,compensation,OTHER
613,619,1006,73,1051,87,Federal,OTHER
621,626,1053,74,1097,88,income,OTHER
628,630,1099,75,1119,88,tax,OTHER
632,639,1121,75,1172,88,withheld,OTHER
750,755,738,91,821,111,221701,box1WagesTipsAndOtherCompensations
757,757,824,91,833,111,.,box1WagesTipsAndOtherCompensations
759,760,1171,330,1185,346,12,OTHER
783,787,999,95,1067,116,47202,box2FederalIncomeTaxWithheld
789,789,1071,96,1078,116,.,box2FederalIncomeTaxWithheld
791,792,1082,97,1106,116,05,box2FederalIncomeTaxWithheld
798,807,40,107,105,124,Employer's,OTHER
809,813,107,109,146,124,"name,",OTHER
815,822,148,109,201,125,"address,",OTHER
824,826,203,110,225,126,and,OTHER
828,830,227,110,248,126,ZIP,OTHER
832,835,251,111,278,126,code,OTHER
895,900,716,119,755,134,Social,OTHER
902,909,757,121,804,135,security,OTHER
911,915,806,123,841,135,wages,OTHER
927,940,76,133,271,159,Elliott-Ramsey,employerName
942,946,286,137,354,160,Group,employerName
1060,1065,1007,125,1044,139,Social,OTHER
1067,1074,1046,126,1093,140,security,OTHER
1076,1078,1096,126,1115,140,tax,OTHER
1080,1087,1118,126,1167,140,withheld,OTHER
1198,1203,737,145,820,164,186031,box3SocialSecurityWages
1205,1205,823,145,833,164,.,box3SocialSecurityWages
1207,1208,835,145,860,164,14,box3SocialSecurityWages
1231,1235,998,149,1067,168,14231,box4SocialSecurityTaxWithheld
1237,1237,1070,150,1078,168,.,box4SocialSecurityTaxWithheld
1239,1240,1082,150,1107,168,38,box4SocialSecurityTaxWithheld
1253,1257,77,166,145,188,06425,employerAddressStreet_name
1259,1265,162,167,257,191,Johnson,employerAddressStreet_name
1267,1273,273,169,370,194,Springs,employerAddressStreet_name
1344,1351,714,170,769,185,Medicare,OTHER
1353,1357,772,172,811,186,wages,OTHER
1359,1361,814,173,835,186,and,OTHER
1363,1366,837,174,859,187,tips,OTHER
1381,1381,981,173,991,188,6,OTHER
1382,1389,1005,175,1059,190,Medicare,OTHER
1391,1393,1062,177,1082,190,tax,OTHER
1395,1402,1084,177,1134,191,withheld,OTHER
1414,1418,74,201,144,222,North,employerAddressCity
1420,1425,158,201,243,224,Debbie,employerAddressCity
1427,1428,274,202,300,224,IL,employerAddressState
1430,1439,329,203,468,227,29524-7236,employerAddressZip
1513,1518,736,195,818,215,219410,OTHER
1520,1522,822,196,859,215,.92,OTHER
1556,1559,1060,201,1115,220,6362,OTHER
1561,1561,1119,202,1129,220,.,OTHER
1563,1564,1131,201,1157,221,92,OTHER
1670,1675,715,221,753,236,Social,OTHER
1677,1684,755,222,802,237,security,OTHER
1686,1689,804,223,828,238,tips,OTHER
1705,1705,981,224,990,238,8,OTHER
1706,1714,1004,226,1059,241,Allocated,OTHER
1716,1719,1062,227,1086,242,tips,OTHER
1726,1732,38,260,80,276,Control,OTHER
1734,1739,82,261,129,277,number,OTHER
