4,9,99,20,147,34,"Wages,",OTHER
11,15,149,21,177,34,"tips,",OTHER
17,21,179,21,214,35,other,OTHER
23,27,216,21,257,35,comp.,OTHER
42,42,323,19,334,34,2,OTHER
44,50,350,19,400,34,Federal,OTHER
52,57,403,20,452,33,income,OTHER
59,61,455,20,476,33,tax,OTHER
63,70,479,20,535,34,withheld,OTHER
81,87,133,38,187,51,76710.3,box1WagesTipsAndOtherCompensations
138,142,452,39,491,51,11444,box2FederalIncomeTaxWithheld
144,144,493,39,499,51,.,box2FederalIncomeTaxWithheld
146,147,501,39,514,51,41,box2FederalIncomeTaxWithheld
149,149,69,71,77,83,3,OTHER
151,156,100,73,140,86,Social,OTHER
158,165,142,73,192,86,security,OTHER
167,171,195,73,238,86,wages,OTHER
193,193,325,70,334,85,4,OTHER
195,200,351,73,392,86,Social,OTHER
202,209,394,73,444,86,security,OTHER
211,213,447,73,468,86,tax,OTHER
215,222,471,72,528,86,withheld,OTHER
233,237,132,90,171,102,90562,box3SocialSecurityWages
239,239,174,90,179,102,.,box3SocialSecurityWages
241,242,181,90,194,103,66,box3SocialSecurityWages
290,293,452,91,483,103,6928,box4SocialSecurityTaxWithheld
295,295,485,91,489,103,.,box4SocialSecurityTaxWithheld
297,298,492,91,507,103,04,box4SocialSecurityTaxWithheld
300,300,68,123,75,136,5,OTHER
302,309,98,124,159,137,Medicare,OTHER
311,315,161,125,205,138,wages,OTHER
317,319,207,125,232,138,and,OTHER
321,324,234,125,257,138,tips,OTHER
342,342,323,123,333,137,6,OTHER
343,350,349,124,410,138,Medicare,OTHER
352,354,413,124,434,137,tax,OTHER
356,363,437,124,493,138,withheld,OTHER
374,381,133,142,195,154,96149.93,OTHER
431,437,452,142,508,154,2788.35,OTHER
439,439,70,173,80,188,d,OTHER
441,447,96,176,142,190,Control,OTHER
449,454,144,177,195,190,number,OTHER
468,471,260,174,287,189,Dept,OTHER
482,486,323,176,353,190,Corp.,OTHER
513,520,501,176,555,190,Employer,OTHER
522,524,558,177,581,190,use,OTHER
526,529,584,177,608,190,only,OTHER
531,537,68,193,123,206,2465009,OTHER
563,565,280,192,297,205,150,OTHER
597,597,452,192,460,205,A,OTHER
617,618,578,193,590,204,36,OTHER
620,620,67,227,76,241,C,OTHER
622,631,98,228,168,243,Employer's,OTHER
633,637,170,228,213,242,"name,",OTHER
639,646,215,228,270,242,"address,",OTHER
648,650,272,228,297,242,and,OTHER
652,654,300,228,321,242,ZIP,OTHER
656,659,324,228,357,243,code,OTHER
672,678,131,248,211,264,Watkins,employerName
680,682,221,248,254,265,PLC,employerName
684,686,265,249,298,266,PLC,employerName
699,701,134,274,167,291,480,employerAddressStreet_name
703,706,176,275,220,291,Cook,employerAddressStreet_name
708,712,233,275,287,292,Track,employerAddressStreet_name
725,732,132,301,222,316,Ruizfurt,employerAddressCity
734,735,252,300,275,316,ND,employerAddressState
737,746,320,299,428,317,16760-1064,employerAddressZip
790,794,323,345,381,363,Batch,OTHER
813,818,447,343,518,361,#02021,OTHER
820,820,66,383,76,397,b,OTHER
822,831,100,385,169,399,Employer's,OTHER
833,835,172,385,197,399,FED,OTHER
837,838,201,385,215,399,ID,OTHER
840,845,218,385,267,399,number,OTHER
862,862,324,383,335,399,a,OTHER
864,873,351,385,426,399,Employee's,OTHER
875,877,429,385,455,399,SSA,OTHER
879,884,458,386,507,399,number,OTHER
897,906,133,402,211,415,74-3629388,einEmployerIdentificationNumber
908,908,67,435,77,449,7,OTHER
910,915,100,437,140,451,Social,OTHER
917,924,143,437,193,451,security,OTHER
926,929,195,438,220,452,tips,OTHER
950,950,324,435,335,451,8,OTHER
952,960,350,437,411,451,Allocated,OTHER
962,965,414,438,439,452,tips,OTHER
978,982,133,455,171,467,90562,OTHER
984,984,174,455,179,467,.,OTHER
986,987,180,455,195,467,66,OTHER
1033,1037,452,455,491,468,96149,OTHER
1039,1039,493,455,498,468,.,OTHER
1041,1042,500,455,515,468,93,OTHER
1044,1044,67,486,76,500,9,OTHER
1046,1057,99,489,172,502,Verification,OTHER
1059,1062,175,489,209,502,Code,OTHER
1087,1088,325,488,340,503,10,OTHER
1090,1098,353,489,424,503,Dependent,OTHER
1100,1103,426,490,455,502,care,OTHER
1105,1112,458,489,510,503,benefits,OTHER
1179,1181,452,506,474,519,145,OTHER
1183,1184,68,540,81,553,11,OTHER
1186,1197,101,541,184,555,Nonqualified,OTHER
1199,1203,186,541,222,555,plans,OTHER
1226,1228,325,540,347,555,12a,OTHER
1230,1232,355,541,379,555,See,OTHER
1234,1245,382,541,455,555,instructions,OTHER
1247,1249,458,541,477,555,for,OTHER
1251,1253,479,541,506,555,box,OTHER
1255,1256,508,541,524,555,12,OTHER
1269,1271,132,560,155,570,147,OTHER
1322,1322,440,577,449,590,1,OTHER
1324,1327,452,575,484,590,7796,OTHER
1329,1330,69,593,81,606,14,OTHER
1332,1336,105,595,143,607,Other,OTHER
1372,1374,325,594,343,606,12b,OTHER
1393,1393,439,595,449,608,|,OTHER
1395,1397,452,593,475,607,816,OTHER
1441,1443,325,611,342,625,12c,OTHER
1465,1467,453,612,475,624,333,OTHER
1511,1513,325,629,345,642,12d,OTHER
1533,1536,439,630,474,644,|261,OTHER
1581,1582,324,649,336,662,13,OTHER
1584,1587,339,649,360,662,Stat,OTHER
1589,1591,362,649,385,662,emp,OTHER
1593,1596,387,649,409,662,Ret.,OTHER
1598,1601,411,648,436,661,Plan,OTHER
1603,1605,451,649,469,662,3rd,OTHER
1607,1611,471,649,501,663,party,OTHER
1613,1616,504,649,527,663,sick,OTHER
1618,1620,529,650,548,663,pay,OTHER
1693,1693,483,667,489,678,0,OTHER
1695,1697,68,684,88,698,elf,OTHER
1699,1707,99,684,170,699,Employees,OTHER
1709,1713,172,685,214,699,"name,",OTHER
1715,1721,217,685,268,699,address,OTHER
1723,1725,270,684,295,698,and,OTHER
1727,1729,297,684,318,698,ZIP,OTHER
1731,1734,322,684,354,698,code,OTHER
1747,1750,133,721,177,737,Lori,employeeName
1752,1757,220,722,286,737,Hebert,employeeName
1770,1773,134,747,177,763,3110,OTHER
1775,1779,187,748,244,764,Evans,OTHER
1781,1785,254,747,308,764,Walks,OTHER
1798,1807,132,774,242,789,Harrisfurt,OTHER
1809,1810,277,774,297,788,AK,OTHER
1812,1821,343,773,451,790,63043-7997,OTHER
1823,1824,69,812,81,825,15,OTHER
1826,1830,103,812,135,825,State,OTHER
1844,1853,195,813,259,827,Employers',OTHER
1855,1859,261,814,290,826,state,OTHER
1861,1862,293,813,304,826,ID,OTHER
1864,1865,307,813,322,827,no,OTHER
1867,1868,325,813,339,827,16,OTHER
1870,1874,359,813,392,826,State,OTHER
1876,1881,394,813,441,827,"wages,",OTHER
1883,1887,443,814,472,827,"tips,",OTHER
1889,1892,474,814,500,827,etc.,OTHER
1905,1906,131,830,146,842,VA,OTHER
1908,1916,194,830,265,844,33-41-900,OTHER
1960,1964,452,831,491,844,35277,box16StateWagesTips
1966,1966,494,831,498,844,.,box16StateWagesTips
1968,1969,500,830,516,844,86,box16StateWagesTips
1971,1972,68,864,78,877,17,OTHER
1974,1978,107,866,139,878,State,OTHER
1980,1985,142,866,190,878,income,OTHER
1987,1989,193,866,214,879,tax,OTHER
2014,2015,325,863,339,877,18,OTHER
2017,2021,357,865,394,879,Local,OTHER
2023,2028,396,866,442,879,"wages,",OTHER
2030,2034,445,866,473,879,"tips,",OTHER
2036,2039,475,866,499,879,etc.,OTHER
2052,2058,133,883,185,895,4620.99,box17StateIncomeTax
2106,2110,452,882,491,896,55863,OTHER
2112,2112,493,882,498,896,.,OTHER
2114,2115,500,883,517,896,89,OTHER
2117,2118,68,915,81,929,19,OTHER
2120,2124,104,917,142,930,Local,OTHER
2126,2131,144,917,192,930,income,OTHER
