0,0,945,906,978,927,being,OTHER
0,0,837,918,862,939,This,OTHER
0,0,1085,1198,1110,1216,12a,OTHER
183,187,1041,20,1074,39,Visit,OTHER
189,191,1075,18,1100,36,the,OTHER
193,195,1101,15,1129,34,IRS,OTHER
197,203,1131,8,1190,31,Website,OTHER
338,342,780,47,816,67,"Safe,",OTHER
344,352,818,40,894,62,"Accurate,",OTHER
354,355,917,45,943,69,se,OTHER
357,357,952,44,969,68,+,OTHER
359,362,972,42,1021,67,file,OTHER
364,365,1045,41,1057,63,at,OTHER
367,373,1060,38,1115,61,www.irs,OTHER
375,384,1118,35,1179,56,goviefile.,OTHER
518,522,779,68,830,88,FAST!,OTHER
524,526,832,66,866,86,Use,OTHER
557,563,993,75,1038,98,Federal,OTHER
567,572,1040,70,1084,93,income,OTHER
575,577,1087,68,1106,87,tax,OTHER
579,586,1109,62,1155,84,withheld,OTHER
693,695,613,88,643,106,OMB,OTHER
697,699,644,84,668,103,No.,OTHER
701,709,669,78,730,101,1545-0008,OTHER
760,767,991,92,1101,123,29336.88,box2FederalIncomeTaxWithheld
806,815,234,99,308,124,Employee's,OTHER
817,822,310,95,349,117,social,OTHER
829,836,352,90,400,112,security,OTHER
838,843,403,84,451,107,number,OTHER
897,907,313,107,462,140,813-07-9495,ssnOfEmployee
962,967,705,105,752,126,"Wages,",OTHER
969,973,754,102,781,123,"tips,",OTHER
975,979,784,99,814,120,other,OTHER
981,992,817,91,901,116,compensation,OTHER
1118,1123,730,123,814,147,150047,box1WagesTipsAndOtherCompensations
1125,1125,816,121,827,142,.,box1WagesTipsAndOtherCompensations
1127,1128,828,119,851,141,64,box1WagesTipsAndOtherCompensations
1176,1183,1041,123,1086,145,security,OTHER
1185,1187,1089,120,1108,139,tax,OTHER
1189,1196,1111,114,1161,136,withheld,OTHER
1319,1324,714,159,750,178,Social,OTHER
1326,1333,752,153,800,175,security,OTHER
1335,1339,801,150,843,171,wages,OTHER
1370,1374,994,150,1064,175,11058,box4SocialSecurityTaxWithheld
1376,1378,1067,147,1105,169,.52,box4SocialSecurityTaxWithheld
