49,52,866,52,974,103,2018,OTHER
54,56,983,57,1076,108,W-2,OTHER
58,60,1085,60,1172,112,and,OTHER
62,69,1183,64,1437,121,EARNINGS,OTHER
71,77,1449,74,1695,128,SUMMARY,OTHER
135,139,928,107,1004,139,rings,OTHER
141,147,1008,109,1120,143,Summary,OTHER
149,155,1124,112,1206,146,section,OTHER
157,158,1210,114,1231,147,is,OTHER
160,167,1235,115,1333,150,included,OTHER
169,172,1337,118,1386,152,with,OTHER
174,177,1390,120,1443,153,your,OTHER
179,181,1447,122,1498,155,W-2,OTHER
183,184,1502,124,1523,156,to,OTHER
186,189,1527,125,1584,158,help,OTHER
191,198,1588,128,1684,161,describe,OTHER
200,207,1688,132,1780,164,portions,OTHER
209,210,1784,136,1807,164,in,OTHER
212,215,1811,137,1876,166,more,OTHER
217,222,1880,141,1944,168,detail,OTHER
227,229,95,133,155,169,W-2,OTHER
267,269,792,126,834,155,The,OTHER
271,277,837,128,924,160,reverse,OTHER
279,282,928,131,977,162,side,OTHER
284,291,980,133,1080,166,includes,OTHER
293,299,1083,137,1168,170,general,OTHER
301,311,1172,141,1302,175,information,OTHER
313,316,1305,146,1351,176,that,OTHER
318,320,1354,147,1398,178,you,OTHER
322,324,1401,149,1454,179,may,OTHER
326,329,1457,151,1508,181,also,OTHER
331,334,1511,153,1555,182,find,OTHER
336,344,1558,154,1645,184,helpfull.,OTHER
372,375,488,153,565,183,2018,taxYear
424,425,853,205,874,230,1.,OTHER
427,429,878,206,914,232,The,OTHER
431,439,918,208,1009,236,following,OTHER
441,451,1013,211,1129,240,information,OTHER
453,461,1133,215,1211,243,reffiects,OTHER
463,466,1215,218,1262,245,your,OTHER
468,472,1266,220,1311,247,final,OTHER
474,477,1315,221,1365,249,2018,OTHER
479,481,1369,223,1407,251,pay,OTHER
483,487,1411,225,1458,253,shabb,OTHER
489,493,1462,227,1507,254,pilus,OTHER
495,497,1511,229,1550,256,amy,OTHER
499,509,1554,230,1681,261,adjustments,OTHER
511,516,1685,235,1747,263,submit,OTHER
661,663,1749,239,1786,265,med,OTHER
665,666,1790,240,1817,266,by,OTHER
668,671,1820,240,1869,268,your,OTHER
673,682,1872,242,1979,274,cimployes.,OTHER
714,719,482,419,554,450,#12021,OTHER
769,770,840,493,858,526,2.,OTHER
772,775,864,495,913,528,Your,OTHER
777,781,919,497,979,531,Gress,OTHER
783,785,985,500,1022,532,Pay,OTHER
787,789,1027,502,1068,534,was,OTHER
791,798,1074,504,1160,536,adjusted,OTHER
800,801,1165,508,1189,537,as,OTHER
803,809,1195,509,1266,539,follows,OTHER
811,812,1271,511,1291,540,to,OTHER
814,820,1297,512,1381,543,produce,OTHER
822,825,1386,515,1432,544,your,OTHER
827,829,1437,517,1481,545,W.2,OTHER
831,836,1486,518,1553,547,Stanem,OTHER
934,935,1289,674,1360,755,E.,OTHER
945,946,1372,678,1454,760,E.,OTHER
996,997,831,793,851,823,1.,OTHER
999,1006,856,794,953,826,Employee,OTHER
1008,1010,958,797,1001,828,W-4,OTHER
1012,1019,1006,798,1077,831,Profile.,OTHER
1021,1022,1082,801,1109,832,To,OTHER
1024,1029,1114,802,1189,835,change,OTHER
1031,1034,1194,804,1241,837,your,OTHER
1036,1043,1245,806,1345,841,Employee,OTHER
1045,1047,1350,809,1393,842,W-4,OTHER
1049,1055,1397,810,1459,845,Profile,OTHER
1057,1068,1464,812,1589,850,"Information,",OTHER
1070,1073,1593,816,1623,852,file,OTHER
1075,1075,1627,817,1640,852,a,OTHER
1077,1079,1644,818,1686,854,new,OTHER
1081,1084,1690,819,1733,856,We-6,OTHER
1086,1089,1738,821,1779,858,with,OTHER
1091,1094,1783,822,1830,860,your,OTHER
1096,1103,1834,824,1905,864,pogueill,OTHER
1105,1108,1909,826,1960,866,dope,OTHER
1163,1166,893,874,952,902,Earl,OTHER
1168,1174,971,876,1068,908,Fennedy,OTHER
1228,1231,893,908,950,938,5309,OTHER
1233,1239,955,911,1054,941,million,OTHER
1241,1243,1060,915,1104,942,New,OTHER
1245,1249,1113,916,1186,944,Suite,OTHER
1251,1253,1194,918,1235,945,455,OTHER
1307,1310,889,942,948,971,Ment,OTHER
1312,1325,952,945,1144,978,Michaelborough,OTHER
1327,1328,1151,955,1181,979,AL,OTHER
1336,1339,76,1931,126,1957,Fall,OTHER
1341,1347,141,1932,224,1957,Femmeby,OTHER
1359,1364,127,2197,195,2228,Follow,OTHER
1383,1385,350,2229,388,2260,Tex,OTHER
1407,1413,772,2220,854,2251,Withone,OTHER
1415,1417,22,2250,91,2282,W-2,OTHER
1438,1441,414,2261,489,2298,2018,OTHER
1450,1452,654,2274,716,2301,W-2,OTHER
1482,1485,1050,2286,1127,2319,2018,OTHER
1543,1545,1652,2276,1691,2304,Tex,OTHER
1642,1644,1321,2296,1380,2326,W-2,OTHER
1683,1686,1715,2308,1790,2342,2018,OTHER
