0,0,397,583,422,600,12a,OTHER
43,47,369,60,402,77,decal,OTHER
54,56,453,50,476,68,tax,OTHER
57,64,455,62,520,84,47576.87,box2FederalIncomeTaxWithheld
126,133,477,41,532,64,withheld,OTHER
135,140,101,96,150,117,"Wages,",OTHER
141,148,137,105,203,129,192428.9,box1WagesTipsAndOtherCompensations
158,162,151,92,180,110,"tips,",OTHER
164,168,181,87,217,106,other,OTHER
170,173,218,82,255,101,comp,OTHER
190,195,359,113,400,130,Social,OTHER
197,204,401,106,452,126,security,OTHER
206,208,453,102,476,119,tax,OTHER
211,218,477,92,533,115,withheld,OTHER
278,284,461,115,517,135,7345.61,box4SocialSecurityTaxWithheld
287,292,110,148,149,167,Social,OTHER
293,300,145,158,209,180,94202.47,box3SocialSecurityWages
311,318,151,142,202,162,security,OTHER
320,324,204,138,246,155,wages,OTHER
346,351,386,163,424,180,dicare,OTHER
353,355,427,159,449,175,tax,OTHER
357,364,451,149,507,171,withheld,OTHER
425,431,468,166,525,187,4161.76,OTHER
435,442,114,199,177,218,Medicare,OTHER
444,448,177,193,222,211,wages,OTHER
450,451,223,190,238,205,an,OTHER
500,507,521,194,577,214,Employer,OTHER
509,511,578,191,601,209,use,OTHER
513,517,602,186,628,205,celly,OTHER
526,534,151,209,221,231,149509.91,OTHER
558,560,347,225,368,236,Car,OTHER
592,595,283,233,307,245,Dect,OTHER
597,602,96,272,142,290,466475,OTHER
621,628,247,286,304,308,address.,OTHER
635,644,134,299,200,323,Employer's,OTHER
648,652,202,292,246,313,"name,",OTHER
664,680,167,299,354,340,Hamilton-Espinoza,employerName
689,693,362,289,419,316,Group,employerName
695,704,447,319,557,353,47495-5593,employerAddressZip
717,721,170,340,229,366,58495,employerAddressStreet_name
723,729,235,329,317,358,Richard,employerAddressStreet_name
731,734,322,321,371,346,Cove,employerAddressStreet_name
736,740,377,311,436,338,Suite,employerAddressStreet_name
742,743,383,343,405,361,IL,employerAddressState
745,747,445,304,476,328,763,employerAddressStreet_name
760,764,175,366,231,392,South,employerAddressCity
766,773,238,353,331,383,Danielle,employerAddressCity
801,806,491,363,564,393,#02021,OTHER
843,847,368,384,429,410,Batch,OTHER
889,897,410,418,478,442,mployee's,OTHER
899,902,479,409,519,434,$5Am,OTHER
911,920,152,453,223,479,Employer's,OTHER
926,930,224,445,271,469,FLDDD,OTHER
945,954,187,465,267,490,35-3959351,einEmployerIdentificationNumber
988,996,512,474,583,496,149508.91,OTHER
1007,1012,160,510,201,528,Social,OTHER
1013,1020,195,519,259,542,56202.47,OTHER
1038,1045,202,503,253,524,security,OTHER
1047,1050,254,500,278,518,tips,OTHER
1072,1073,476,523,490,537,at,OTHER
1075,1078,491,518,521,535,care,OTHER
1079,1081,520,533,542,547,210,OTHER
1093,1104,165,558,240,580,Verification,OTHER
1106,1106,243,556,253,571,C,OTHER
1146,1147,578,558,594,576,12,OTHER
1150,1152,427,579,453,596,See,OTHER
1154,1165,453,568,529,593,instructions,OTHER
1167,1169,529,565,549,583,for,OTHER
1171,1173,550,561,578,580,box,OTHER
1175,1175,516,604,527,621,1,OTHER
1236,1239,529,598,560,618,4587,OTHER
1248,1249,143,618,159,634,11,OTHER
1251,1260,194,607,259,629,nqualified,OTHER
1279,1281,210,629,235,643,196,OTHER
1310,1314,261,603,297,620,plans,OTHER
1340,1343,518,618,556,638,1907,OTHER
1405,1407,538,674,557,690,and,OTHER
1409,1413,558,669,589,688,party,OTHER
1415,1418,589,666,613,684,sick,OTHER
1420,1422,614,662,637,680,pay,OTHER
1444,1447,235,786,278,808,John,employeeName
1449,1453,319,773,377,795,Lucas,employeeName
1473,1475,237,812,273,835,398,OTHER
1477,1483,281,801,359,829,Johnson,OTHER
1485,1489,366,791,426,817,River,OTHER
1491,1494,431,783,482,808,Apt.,OTHER
1513,1514,458,809,482,828,AR,OTHER
1516,1518,487,776,523,800,856,OTHER
1519,1528,524,787,634,820,50971-5592,OTHER
1549,1553,238,835,298,861,North,OTHER
1555,1563,305,821,405,852,Kerryfurt,OTHER
1598,1600,532,841,552,858,er.,OTHER
1602,1606,553,837,583,855,"lips,",OTHER
1608,1611,583,832,607,850,etc.,OTHER
1687,1694,564,846,629,869,65105.27,box16StateWagesTips
1726,1735,307,867,371,889,Employers',OTHER
1737,1741,372,861,403,880,state,OTHER
1743,1744,403,859,417,875,ID,OTHER
1746,1748,417,855,434,873,ing,OTHER
1750,1751,435,852,450,870,16,OTHER
1783,1791,308,882,381,905,72-69-712,OTHER
1808,1809,443,904,460,920,18,OTHER
1811,1815,475,899,513,916,Local,OTHER
1817,1822,514,893,561,912,"wages,",OTHER
1824,1827,561,889,589,906,tips,OTHER
1828,1836,572,897,643,921,122654.75,OTHER
1917,1920,592,884,617,902,etc.,OTHER
1939,1943,227,934,260,951,State,OTHER
1944,1950,255,945,311,964,3463.26,box17StateIncomeTax
1976,1981,262,928,311,946,income,OTHER
1983,1985,313,925,335,939,tax,OTHER
2044,2045,450,956,468,971,20,OTHER
2047,2054,481,948,534,967,Locality,OTHER
2056,2058,536,946,557,962,man,OTHER
2060,2062,576,956,593,973,M's,OTHER
2064,2067,594,951,627,970,1som,OTHER
2069,2074,632,942,682,965,Meadow,OTHER
2093,2097,232,984,270,1003,Local,OTHER
2098,2105,262,995,326,1017,24910-31,OTHER
2131,2136,271,978,320,998,income,OTHER
2138,2140,321,975,342,991,tax,OTHER
2187,2190,596,990,641,1010,Copy,OTHER
2251,2256,465,1007,509,1028,Filing,OTHER
2291,2297,326,1021,394,1047,Federal,OTHER
2299,2302,400,1037,455,1062,Wage,OTHER
2304,2306,475,1031,509,1054,and,OTHER
2308,2310,539,1021,567,1041,Tax,OTHER
2391,2394,597,1033,680,1076,2018,taxYear
2442,2450,394,1060,482,1087,Statement,OTHER
2476,2479,596,1081,626,1100,ONAB,OTHER
2481,2482,628,1078,651,1096,Ne,OTHER
2484,2492,655,1070,713,1092,1545-0808,OTHER
2511,2513,214,1088,286,1128,W-2,OTHER
2532,2535,216,1134,247,1156,Copy,OTHER
2537,2537,249,1133,259,1152,B,OTHER
2539,2540,261,1131,275,1150,to,OTHER
