35,35,215,3,226,18,a,OTHER
37,46,235,3,309,18,Employee's,OTHER
48,53,311,3,350,18,social,OTHER
55,62,352,4,403,18,security,OTHER
64,69,405,4,456,18,number,OTHER
121,125,782,3,820,18,"Safe,",OTHER
127,135,822,3,897,19,"Accurate,",OTHER
137,138,905,14,946,41,ce,OTHER
140,140,956,14,970,39,+,OTHER
142,145,975,13,1023,40,file,OTHER
147,151,1048,4,1078,20,Visit,OTHER
153,155,1081,4,1104,20,the,OTHER
157,159,1106,4,1133,20,IRS,OTHER
161,167,1136,4,1195,20,Website,OTHER
219,229,312,26,465,46,693-62-1393,ssnOfEmployee
261,263,611,27,642,42,OMB,OTHER
265,267,644,27,667,42,No.,OTHER
269,277,670,27,728,41,1545-0008,OTHER
291,295,780,25,831,42,FAST!,OTHER
297,299,834,26,865,42,Use,OTHER
334,335,1048,30,1061,44,at,OTHER
337,343,1064,30,1120,44,www.irs,OTHER
345,352,1122,28,1182,44,govefile,OTHER
355,355,11,54,22,70,b,OTHER
357,364,28,55,83,70,Employer,OTHER
366,379,86,56,160,70,identification,OTHER
381,386,163,55,207,70,number,OTHER
388,392,210,54,242,70,(EIN),OTHER
460,465,704,55,750,70,"Wages,",OTHER
467,471,753,56,780,69,"tips,",OTHER
473,477,783,56,813,69,other,OTHER
479,490,816,56,899,69,compensation,OTHER
506,506,971,56,980,69,2,OTHER
508,514,994,56,1038,69,Federal,OTHER
516,521,1040,56,1084,68,income,OTHER
523,525,1087,56,1107,68,tax,OTHER
527,534,1109,56,1157,68,withheld,OTHER
547,556,67,79,204,97,45-6520533,einEmployerIdentificationNumber
648,656,726,78,848,97,222288.33,box1WagesTipsAndOtherCompensations
690,694,987,80,1055,97,48071,box2FederalIncomeTaxWithheld
696,696,1059,80,1068,97,.,box2FederalIncomeTaxWithheld
698,699,1071,80,1096,97,11,box2FederalIncomeTaxWithheld
703,703,12,107,22,122,c,OTHER
705,714,28,107,92,122,Employer's,OTHER
716,720,95,107,133,122,"name,",OTHER
722,729,136,108,188,122,"address,",OTHER
731,733,190,107,212,122,and,OTHER
735,737,215,107,235,122,ZIP,OTHER
739,742,238,107,266,122,code,OTHER
804,804,681,105,692,120,3,OTHER
806,811,705,107,742,121,Social,OTHER
813,820,745,107,792,122,security,OTHER
822,826,794,109,828,123,wages,OTHER
853,853,971,106,981,120,4,OTHER
855,860,994,108,1032,121,Social,OTHER
862,869,1035,108,1081,121,security,OTHER
871,873,1084,107,1103,121,tax,OTHER
875,882,1106,106,1155,121,withheld,OTHER
895,899,65,133,134,152,Banks,employerName
901,903,150,133,190,153,and,employerName
905,908,207,132,260,153,Sons,employerName
910,912,278,131,317,152,Inc,employerName
996,1001,726,131,808,151,177235,box3SocialSecurityWages
1003,1003,811,131,819,151,.,box3SocialSecurityWages
1005,1006,823,131,849,151,06,box3SocialSecurityWages
1038,1042,987,131,1054,151,13558,box4SocialSecurityTaxWithheld
1044,1044,1059,131,1068,150,.,box4SocialSecurityTaxWithheld
1046,1047,1071,131,1095,150,48,box4SocialSecurityTaxWithheld
1060,1064,66,165,134,186,38652,employerAddressStreet_name
1066,1071,148,165,233,187,Robert,employerAddressStreet_name
1073,1079,247,165,344,187,Village,employerAddressStreet_name
1081,1084,359,164,418,187,Apt.,employerAddressStreet_name
1086,1088,432,164,470,186,191,employerAddressStreet_name
1152,1152,681,156,691,171,5,OTHER
1154,1161,704,157,758,172,Medicare,OTHER
1163,1167,761,159,800,173,wages,OTHER
1169,1171,803,159,824,173,and,OTHER
1173,1176,827,159,848,173,tips,OTHER
1201,1201,971,157,981,172,5,OTHER
1203,1210,993,158,1047,172,Medicare,OTHER
1212,1214,1050,158,1070,172,tax,OTHER
1216,1223,1073,157,1122,172,withheld,OTHER
1298,1307,459,198,596,219,99475-1454,employerAddressZip
1337,1342,726,182,807,201,250598,OTHER
1350,1350,812,183,821,201,.,OTHER
1354,1355,824,183,849,201,66,OTHER
1390,1396,1052,181,1147,202,7267.36,OTHER
1409,1413,65,200,135,222,South,employerAddressCity
1415,1424,149,199,289,223,Gregoryton,employerAddressCity
1455,1456,359,199,386,217,WV,employerAddressState
1501,1501,681,207,691,221,7,OTHER
1502,1507,705,209,742,223,Social,OTHER
1509,1516,745,210,790,223,security,OTHER
1518,1521,793,210,815,224,tips,OTHER
1550,1550,970,208,980,223,8,OTHER
1552,1560,994,209,1049,223,Allocated,OTHER
1562,1565,1051,209,1074,223,tips,OTHER
1679,1684,725,233,808,253,177235,OTHER
1686,1686,812,233,818,253,.,OTHER
1688,1689,822,232,849,253,06,OTHER
1732,1737,1050,233,1133,253,250598,OTHER
1739,1739,1136,233,1145,253,.,OTHER
1741,1742,1148,232,1172,252,66,OTHER
1746,1746,12,261,20,274,d,OTHER
1748,1754,28,261,70,274,Control,OTHER
1756,1761,73,261,116,274,number,OTHER
1847,1858,704,260,770,274,Verification,OTHER
1860,1863,773,261,802,274,Code,OTHER
1895,1896,965,260,979,273,10,OTHER
1898,1906,994,260,1058,274,Dependent,OTHER
1908,1911,1060,261,1088,274,care,OTHER
1913,1920,1090,260,1135,274,benefits,OTHER
1933,1939,66,284,160,304,2161825,OTHER
2088,2090,1051,282,1086,302,172,OTHER
2093,2093,11,310,21,325,e,OTHER
2095,2104,28,311,96,326,Employee's,OTHER
2106,2110,99,311,120,326,first,OTHER
2112,2115,123,312,158,326,name,OTHER
2117,2119,161,312,182,326,and,OTHER
2121,2127,184,312,216,325,initial,OTHER
2137,2140,279,311,305,325,Last,OTHER
2142,2145,308,311,341,326,name,OTHER
2188,2192,636,309,665,325,Buff.,OTHER
2194,2195,674,309,692,325,11,OTHER
2197,2208,704,310,776,325,Nonqualified,OTHER
2210,2214,779,311,808,326,plans,OTHER
2243,2245,967,311,986,327,12a,OTHER
2247,2249,1008,311,1033,325,See,OTHER
2251,2262,1036,311,1110,325,instructions,OTHER
2264,2266,1112,311,1131,325,for,OTHER
2268,2270,1133,310,1158,324,box,OTHER
2272,2273,1164,310,1177,324,12,OTHER
2285,2288,65,359,128,380,Eric,employeeName
2309,2314,210,360,305,381,Porter,employeeName
2387,2389,725,343,765,362,140,OTHER
2440,2443,1051,342,1103,362,2595,OTHER
2547,2548,674,371,689,383,13,OTHER
2550,2558,693,372,736,384,Statutory,OTHER
2560,2569,780,372,832,383,Retirement,OTHER
2571,2581,867,372,920,384,Third-party,OTHER
2583,2585,967,371,988,383,12b,OTHER
2598,2600,66,405,113,427,049,OTHER
2602,2607,129,405,225,427,Walker,OTHER
2609,2613,240,404,322,428,Cliff,OTHER
2615,2619,338,404,417,428,Suite,OTHER
2621,2623,437,404,477,428,781,OTHER
2692,2699,693,389,738,399,employee,OTHER
2708,2711,778,391,799,399,plan,OTHER
2723,2726,867,389,887,399,sick,OTHER
2728,2730,888,389,904,401,pay,OTHER
2869,2869,874,412,883,425,X,OTHER
2890,2890,1008,409,1018,424,P,OTHER
2892,2894,1051,406,1088,425,898,OTHER
2906,2916,65,445,239,467,Barbaratown,OTHER
2947,2948,321,443,351,464,VT,OTHER
2963,2972,420,444,574,466,39017-3808,OTHER
2998,2999,675,437,689,448,14,OTHER
3001,3005,705,438,736,449,Other,OTHER
3047,3049,966,435,987,449,12c,OTHER
3214,3216,1051,467,1087,487,871,OTHER
3369,3371,967,494,985,506,12d,OTHER
3538,3540,1051,529,1086,547,988,OTHER
3542,3543,6,576,22,591,15,OTHER
3544,3544,10,559,21,575,f,OTHER
3546,3555,27,560,97,575,Employee's,OTHER
3557,3563,99,560,147,575,address,OTHER
3565,3567,150,560,171,575,and,OTHER
3569,3571,174,560,195,575,ZIP,OTHER
3573,3576,198,560,227,575,code,OTHER
3583,3587,29,576,59,591,State,OTHER
3589,3598,87,577,152,592,Employer's,OTHER
3604,3608,155,578,185,592,state,OTHER
3610,3611,188,578,201,592,ID,OTHER
3613,3618,203,577,248,592,number,OTHER
3633,3634,348,575,366,591,1a,OTHER
3636,3640,370,575,400,591,State,OTHER
3642,3647,403,576,446,592,"wages,",OTHER
3649,3653,449,577,476,592,"tips,",OTHER
3655,3657,478,578,498,592,etc,OTHER
3659,3660,540,574,557,591,17,OTHER
3662,3666,562,576,593,592,State,OTHER
3668,3673,596,577,638,592,income,OTHER
3675,3677,641,578,660,592,tax,OTHER
3690,3691,726,576,742,591,10,OTHER
3693,3697,746,576,779,592,Local,OTHER
3699,3704,782,577,823,592,"wages,",OTHER
3706,3710,826,578,854,592,"tips,",OTHER
3712,3714,857,577,874,592,etc,OTHER
3723,3724,930,577,944,590,19,OTHER
3726,3730,950,578,982,590,Local,OTHER
3732,3737,984,579,1028,590,income,OTHER
3739,3741,1030,578,1047,590,tax,OTHER
3751,3751,1105,576,1113,589,1,OTHER
3753,3754,1115,576,1130,590,20,OTHER
3756,3763,1136,578,1182,591,Locality,OTHER
3765,3768,1184,579,1214,591,name,OTHER
3773,3774,20,602,42,619,TN,OTHER
3792,3801,132,601,270,619,411-58-658,OTHER
3825,3830,347,600,429,622,108057,box16StateWagesTips
3832,3832,433,600,440,621,.,OTHER
3834,3835,444,600,471,621,04,box16StateWagesTips
3852,3855,542,601,593,620,7949,box17StateIncomeTax
3857,3857,597,601,606,620,.,box17StateIncomeTax
3859,3860,609,601,635,620,89,box17StateIncomeTax
3882,3887,726,601,808,620,249091,OTHER
3889,3889,811,601,820,620,.,OTHER
3891,3892,824,601,849,620,14,OTHER
3915,3919,928,601,997,621,26566,OTHER
3921,3921,1000,601,1009,620,.,OTHER
3923,3924,1012,601,1036,621,15,OTHER
3944,3950,1113,607,1180,620,Johnson,OTHER
3952,3955,1194,607,1231,620,Spur,OTHER
3960,3961,15,653,44,669,ME,OTHER
3978,3987,132,651,269,672,279-11-959,OTHER
4012,4017,348,651,429,674,106023,OTHER
4019,4019,433,651,440,672,.,OTHER
4021,4022,444,651,471,672,04,OTHER
4038,4041,539,652,594,672,9775,OTHER
4043,4043,598,652,606,671,.,OTHER
4045,4046,609,652,635,671,63,OTHER
4068,4073,725,651,807,673,197004,OTHER
4075,4075,810,651,819,672,.,OTHER
4077,4078,822,649,849,672,83,OTHER
4102,4109,929,652,1039,672,28259.78,OTHER
4131,4136,1111,657,1176,673,Martin,OTHER
4138,4141,1189,657,1233,673,Burg,OTHER
4166,4169,140,684,207,709,Wage,OTHER
4171,4173,211,684,257,709,and,OTHER
4175,4177,265,685,302,709,Tax,OTHER
4226,4229,550,689,699,742,2018,taxYear
4278,4287,864,689,947,707,Department,OTHER
4289,4290,950,690,963,707,of,OTHER
4292,4294,965,690,989,707,the,OTHER
4296,4303,993,690,1056,707,Treasury,OTHER
4305,4312,1060,690,1112,707,Internal,OTHER
4314,4320,1115,690,1177,707,Revenue,OTHER
4322,4328,1180,690,1233,706,Service,OTHER
4330,4333,3,724,37,739,Form,OTHER
4335,4337,47,723,73,739,W-2,OTHER
4353,4361,142,715,255,738,Statement,OTHER
4363,4366,5,746,48,764,Copy,OTHER
4368,4372,51,746,96,764,B--To,OTHER
4374,4375,99,746,123,765,Be,OTHER
4377,4381,126,746,164,765,Filed,OTHER
4383,4386,167,745,201,765,with,OTHER
4388,4397,205,745,297,765,Employee's,OTHER
4399,4405,300,746,378,765,FEDERAL,OTHER
4407,4409,383,746,412,764,Tax,OTHER
4411,4416,415,746,469,764,Return,OTHER
4418,4421,5,769,35,786,This,OTHER
4423,4433,39,769,122,786,information,OTHER
4435,4436,124,769,139,786,is,OTHER
4438,4442,142,769,184,786,being,OTHER
4444,4452,187,769,256,787,furnished,OTHER
4454,4455,259,768,275,787,to,OTHER
4457,4459,278,768,302,787,the,OTHER
4461,4468,305,768,362,786,Internal,OTHER
4470,4476,365,768,429,786,Revenue,OTHER
4478,4485,433,768,492,786,Service.,OTHER
